prompt_id,prompt_updated_at,anthropic_evaluated_at,deepseek_evaluated_at,openai_evaluated_at
MCP-U1-0057,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:41:05.476180+00:00,2026-02-02T18:18:32.291134+00:00,2026-02-02T19:02:03.251012+00:00
MCP-U1-0058,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:01:44.830680+00:00,2026-02-02T18:42:00.573788+00:00,2026-02-02T18:18:57.244669+00:00
MCP-U1-0059,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:54:49.840643+00:00,2026-01-30T14:53:17.717672+00:00,2026-01-30T13:48:29.061950+00:00
MCP-U1-0060,2026-02-02T22:26:06.056687+00:00,2026-01-30T13:54:19.158406+00:00,2026-01-30T13:55:36.482140+00:00,2026-01-30T13:28:32.220393+00:00
MCP-U1-0061,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:46:47.155140+00:00,2026-01-30T18:47:47.897926+00:00,2026-01-30T18:46:14.415042+00:00
MCP-U1-0062,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:54:19.613836+00:00,2026-01-30T21:53:45.843105+00:00,2026-01-30T20:17:01.303023+00:00
MCP-U1-0063,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:59:10.569958+00:00,2026-02-02T20:01:11.010073+00:00,2026-02-02T19:32:15.416670+00:00
MCP-U1-0064,2026-02-02T22:26:06.056687+00:00,2026-02-02T20:08:55.937542+00:00,2026-02-02T20:08:25.124957+00:00,2026-02-02T19:33:28.605536+00:00
MCP-U1-0065,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:21:13.293240+00:00,2026-02-02T19:22:22.026876+00:00,2026-02-02T18:55:25.279801+00:00
MCP-U2-0002,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:10:48.931490+00:00,2026-01-28T07:16:33.202282+00:00,2026-01-25T07:28:48.399055+00:00
MCP-U2-0003,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:40:26.186431+00:00,2026-01-28T19:03:17.273953+00:00,2026-01-28T17:28:55.146292+00:00
MCP-U2-0004,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:04:54.730495+00:00,2026-01-28T20:13:38.856573+00:00,2026-01-28T18:56:17.311499+00:00
MCP-U2-0005,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:27:37.681628+00:00,2026-01-28T19:06:53.177575+00:00,2026-01-28T16:50:11.703615+00:00
MCP-U2-0006,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:53:00.369275+00:00,2026-01-28T18:52:23.094569+00:00,2026-01-28T16:33:40.299565+00:00
MCP-U2-0007,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:05:35.390022+00:00,2026-01-28T18:25:37.196836+00:00,2026-01-28T16:36:48.045071+00:00
MCP-U2-0008,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:03:26.113012+00:00,2026-01-28T06:52:57.021516+00:00,2026-01-25T11:01:33.624016+00:00
MCP-U2-0009,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:02:38.959477+00:00,2026-01-28T05:59:12.263211+00:00,2026-01-25T12:03:28.959396+00:00
MCP-U2-0010,2026-02-02T22:26:06.056687+00:00,2026-01-28T08:20:42.096602+00:00,2026-01-28T08:33:03.203980+00:00,2026-01-28T00:29:50.955001+00:00
MCP-U2-0011,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:18:10.493569+00:00,2026-01-28T19:50:59.621347+00:00,2026-01-28T19:08:14.971266+00:00
MCP-U2-0012,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:59:27.503969+00:00,2026-01-28T19:51:50.407596+00:00,2026-01-28T18:31:45.941094+00:00
MCP-U2-0013,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:00:41.155276+00:00,2026-01-28T20:21:11.239658+00:00,2026-01-28T18:34:00.698351+00:00
MCP-U2-0014,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:27:39.464004+00:00,2026-02-02T15:27:14.913058+00:00,2026-02-02T15:26:32.077101+00:00
MCP-U2-0015,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:18:27.134897+00:00,2026-01-28T20:04:59.756534+00:00,2026-01-28T19:08:08.897435+00:00
MCP-U2-0016,2026-02-02T22:26:06.056687+00:00,2026-01-29T06:02:33.208421+00:00,2026-01-29T06:03:07.346200+00:00,2026-01-29T04:15:08.677740+00:00
MCP-U2-0017,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:27:57.713946+00:00,2026-02-02T15:33:15.139260+00:00,2026-02-02T15:27:05.464210+00:00
MCP-U2-0018,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:09:25.678076+00:00,2026-01-30T23:09:04.562664+00:00,2026-01-30T22:50:17.202372+00:00
MCP-U3-0002,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:12:50.116853+00:00,2026-01-29T13:05:12.657076+00:00,2026-01-29T09:16:46.532539+00:00
MCP-U3-0003,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:07:37.184332+00:00,2026-01-29T13:13:23.457507+00:00,2026-01-29T09:18:39.526808+00:00
MCP-U3-0004,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:08:33.364815+00:00,2026-01-29T13:12:37.511033+00:00,2026-01-29T09:23:14.017382+00:00
MCP-U3-0005,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:13:50.569136+00:00,2026-01-29T13:09:06.054504+00:00,2026-01-29T09:20:01.205667+00:00
MCP-U3-0006,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:05:04.654572+00:00,2026-01-29T13:04:27.261103+00:00,2026-01-29T09:21:52.470216+00:00
MCP-U3-0007,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:13:51.091571+00:00,2026-01-29T13:06:00.576833+00:00,2026-01-29T09:22:47.771036+00:00
MCP-U3-0008,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:14:42.073704+00:00,2026-01-29T09:14:05.435222+00:00,2026-01-29T06:45:31.036557+00:00
MCP-U3-0009,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:10:51.032172+00:00,2026-01-29T09:15:33.276547+00:00,2026-01-29T06:44:30.467764+00:00
MCP-U3-0010,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:11:18.830770+00:00,2026-01-29T09:12:53.874834+00:00,2026-01-29T06:45:35.611786+00:00
MCP-U3-0011,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:08:08.951988+00:00,2026-01-29T09:09:53.720352+00:00,2026-01-29T06:47:02.795636+00:00
MCP-U3-0012,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:09:20.634232+00:00,2026-01-29T09:17:35.708198+00:00,2026-01-29T06:50:07.868523+00:00
MCP-U3-0013,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:52:22.427602+00:00,2026-01-28T05:49:26.506541+00:00,2026-01-24T17:36:12.065054+00:00
MCP-U3-0014,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:17:40.780964+00:00,2026-01-29T09:10:24.791296+00:00,2026-01-29T06:52:32.466205+00:00
MCP-U3-0015,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:24:12.471257+00:00,2026-01-29T09:38:44.964955+00:00,2026-01-29T06:46:49.821107+00:00
MCP-U3-0016,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:02:33.475567+00:00,2026-02-02T19:02:10.691048+00:00,2026-02-02T18:20:12.260905+00:00
MCP-U3-0018,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:46:55.138253+00:00,2026-01-29T15:50:13.972490+00:00,2026-01-29T14:34:38.025202+00:00
MCP-U3-0019,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:21:56.383528+00:00,2026-01-30T14:23:00.461146+00:00,2026-01-30T13:44:14.702108+00:00
MCP-U3-0020,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:49:51.994351+00:00,2026-01-30T15:54:08.339834+00:00,2026-01-30T14:51:32.360290+00:00
MCP-U3-0021,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:02:19.075418+00:00,2026-01-30T15:51:20.360147+00:00,2026-01-30T14:51:37.117967+00:00
MCP-U3-0022,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:50:31.456298+00:00,2026-01-30T15:49:31.807548+00:00,2026-01-30T14:47:45.382929+00:00
MCP-U3-0023,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:00:06.589623+00:00,2026-01-30T15:52:29.738762+00:00,2026-01-30T14:31:57.336879+00:00
MCP-U3-0024,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:54:21.995132+00:00,2026-01-30T15:48:40.424432+00:00,2026-01-30T14:31:31.757378+00:00
MCP-U3-0025,2026-02-02T22:26:06.056687+00:00,2026-01-28T17:56:27.772196+00:00,2026-01-28T18:42:17.148619+00:00,2026-01-28T03:15:41.198078+00:00
MCP-U3-0026,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:09:53.518097+00:00,2026-01-30T23:09:08.487368+00:00,2026-01-30T22:13:44.145151+00:00
MCP-U3-0027,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:11:13.013017+00:00,2026-01-30T23:11:41.913302+00:00,2026-01-30T22:13:56.057199+00:00
MCP-U3-0028,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:14:18.137501+00:00,2026-01-30T23:19:04.416134+00:00,2026-01-30T22:13:27.160594+00:00
MCP-U3-0029,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:25:16.108681+00:00,2026-01-30T23:24:45.133339+00:00,2026-01-30T21:52:17.953964+00:00
MCP-U3-0030,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:18:01.492255+00:00,2026-01-30T23:17:35.377390+00:00,2026-01-30T21:55:49.102560+00:00
MCP-U3-0031,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:47:10.351616+00:00,2026-01-30T21:25:45.448451+00:00,2026-01-27T08:29:08.864008+00:00
MCP-U4-0002,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:07:51.720925+00:00,2026-01-29T13:07:36.055739+00:00,2026-01-29T09:15:05.533262+00:00
MCP-U4-0003,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:07:52.094483+00:00,2026-01-29T13:01:29.963374+00:00,2026-01-29T09:18:50.395652+00:00
MCP-U4-0004,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:02:18.019700+00:00,2026-01-29T13:11:03.402844+00:00,2026-01-29T09:19:59.056580+00:00
MCP-U4-0005,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:01:46.623656+00:00,2026-01-29T13:05:33.130378+00:00,2026-01-29T09:15:31.550668+00:00
MCP-U4-0006,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:08:06.920812+00:00,2026-01-29T13:04:41.334669+00:00,2026-01-29T09:20:50.172030+00:00
MCP-U4-0007,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:12:24.335242+00:00,2026-01-29T13:07:07.209941+00:00,2026-01-29T09:20:21.797839+00:00
MCP-U4-0008,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:46:26.245842+00:00,2026-01-28T05:47:13.796757+00:00,2026-01-26T11:03:58.065811+00:00
MCP-U4-0009,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:46:46.245874+00:00,2026-01-28T05:48:33.040461+00:00,2026-01-25T19:19:32.723789+00:00
MCP-U4-0010,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:47:33.377399+00:00,2026-01-28T05:41:07.638204+00:00,2026-01-25T18:46:45.495944+00:00
MCP-U4-0011,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:49:00.403511+00:00,2026-01-28T05:41:42.294449+00:00,2026-01-25T18:25:00.862058+00:00
MCP-U4-0012,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:43:57.148953+00:00,2026-01-28T05:42:10.818727+00:00,2026-01-26T11:58:57.480064+00:00
MCP-U4-0013,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:46:04.716029+00:00,2026-01-28T05:49:59.439925+00:00,2026-01-24T19:20:56.192310+00:00
MCP-U4-0014,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:50:17.876221+00:00,2026-01-28T05:45:22.494729+00:00,2026-01-24T19:10:37.346064+00:00
MCP-U4-0015,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:53:16.482382+00:00,2026-01-28T05:42:17.164510+00:00,2026-01-24T19:00:05.438795+00:00
MCP-U4-0016,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:23:51.279828+00:00,2026-01-29T10:37:14.347466+00:00,2026-01-29T09:30:12.490930+00:00
MCP-U4-0017,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:51:46.374010+00:00,2026-02-02T18:20:35.435276+00:00,2026-02-02T18:42:03.084519+00:00
MCP-U4-0018,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:53:56.051872+00:00,2026-01-28T19:23:53.277805+00:00,2026-01-28T15:07:15.820747+00:00
MCP-U4-0021,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:49:46.567820+00:00,2026-01-29T15:52:28.033004+00:00,2026-01-29T14:44:43.272396+00:00
MCP-U4-0022,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:59:34.129063+00:00,2026-01-30T17:59:18.753748+00:00,2026-01-30T16:54:00.351933+00:00
MCP-U4-0023,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:57:44.678622+00:00,2026-01-30T17:57:58.063274+00:00,2026-01-30T16:54:43.119945+00:00
MCP-U4-0024,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:12:43.718194+00:00,2026-01-30T18:13:40.476723+00:00,2026-01-30T17:46:02.675998+00:00
MCP-U4-0025,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:41:11.161298+00:00,2026-01-30T16:41:38.593107+00:00,2026-01-30T16:12:13.993467+00:00
MCP-U4-0026,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:41:55.899405+00:00,2026-01-30T16:42:18.121037+00:00,2026-01-30T16:07:09.763569+00:00
MCP-U4-0027,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:03:28.939171+00:00,2026-02-02T19:03:35.483760+00:00,2026-02-02T18:22:01.159348+00:00
MCP-U5-0002,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:44:54.041393+00:00,2026-01-27T12:16:45.630622+00:00,2026-01-27T05:11:46.239679+00:00
MCP-U5-0003,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:42:05.640813+00:00,2026-01-27T13:00:28.114227+00:00,2026-01-27T05:27:10.986717+00:00
MCP-U5-0004,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:16:36.661034+00:00,2026-01-27T12:41:41.430860+00:00,2026-01-27T05:44:09.784032+00:00
MCP-U5-0005,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:07:15.184579+00:00,2026-01-27T12:56:58.107653+00:00,2026-01-27T06:30:09.456331+00:00
MCP-U5-0006,2026-02-02T22:26:06.056687+00:00,2026-01-28T15:57:49.862675+00:00,2026-01-28T15:57:23.495487+00:00,2026-01-28T08:18:19.733980+00:00
MCP-U5-0007,2026-02-02T22:26:06.056687+00:00,2026-01-28T16:25:29.208786+00:00,2026-01-28T16:30:27.432550+00:00,2026-01-28T08:26:29.880412+00:00
MCP-U5-0008,2026-02-02T22:26:06.056687+00:00,2026-01-28T16:34:03.544526+00:00,2026-01-28T16:10:24.327437+00:00,2026-01-28T09:01:14.349214+00:00
MCP-U5-0009,2026-02-02T22:26:06.056687+00:00,2026-01-28T16:26:43.233901+00:00,2026-01-28T16:27:45.750686+00:00,2026-01-28T08:36:00.604792+00:00
MCP-U5-0010,2026-02-02T22:26:06.056687+00:00,2026-01-28T16:24:30.079552+00:00,2026-01-28T15:59:16.018685+00:00,2026-01-28T15:44:07.256671+00:00
MCP-U5-0011,2026-02-02T22:26:06.056687+00:00,2026-01-28T16:33:15.552423+00:00,2026-01-28T16:31:27.553484+00:00,2026-01-28T09:05:41.111151+00:00
MCP-U5-0013,2026-02-02T22:26:06.056687+00:00,2026-02-02T20:30:29.505308+00:00,2026-02-02T20:29:05.988214+00:00,2026-02-02T20:29:25.270178+00:00
MCP-U5-0014,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:11:42.607197+00:00,2026-01-28T18:37:08.819707+00:00,2026-01-28T16:49:12.264681+00:00
MCP-U5-0015,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:39:56.796000+00:00,2026-01-28T18:42:26.073295+00:00,2026-01-28T16:47:13.843847+00:00
MCP-U5-0016,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:46:18.058775+00:00,2026-01-28T18:43:06.542120+00:00,2026-01-28T16:44:22.033414+00:00
MCP-U5-0017,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:27:35.394608+00:00,2026-01-29T18:24:27.883511+00:00,2026-01-29T18:35:28.714414+00:00
MCP-U5-0018,2026-02-02T22:26:06.056687+00:00,2026-01-29T17:22:49.829243+00:00,2026-01-29T17:21:40.037026+00:00,2026-01-29T17:11:43.780344+00:00
MCP-U5-0019,2026-02-02T22:26:06.056687+00:00,2026-01-29T16:25:00.288877+00:00,2026-01-29T16:25:15.655777+00:00,2026-01-29T16:22:29.387476+00:00
MCP-U5-0020,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:51:53.209191+00:00,2026-01-29T15:51:21.094691+00:00,2026-01-29T15:03:21.742305+00:00
MCP-U5-0021,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:52:09.002377+00:00,2026-01-29T15:45:49.806910+00:00,2026-01-29T15:03:45.705536+00:00
MCP-U5-0022,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:15:52.031581+00:00,2026-01-28T19:15:32.121171+00:00,2026-01-28T10:57:36.815036+00:00
MCP-U5-0023,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:03:53.109730+00:00,2026-02-02T18:25:35.834762+00:00,2026-02-02T18:53:06.556736+00:00
MCP-U5-0024,2026-02-02T22:26:06.056687+00:00,2026-01-29T06:11:13.319375+00:00,2026-01-29T06:08:17.127503+00:00,2026-01-29T04:42:40.533713+00:00
MCP-U5-0025,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:56:41.788975+00:00,2026-01-29T03:09:08.382372+00:00,2026-01-28T20:17:32.141092+00:00
MCP-U5-0026,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:57:52.868096+00:00,2026-01-28T19:01:32.498876+00:00,2026-01-28T11:06:06.369698+00:00
MCP-U5-0027,2026-02-02T22:26:06.056687+00:00,2026-01-29T03:00:04.829276+00:00,2026-01-29T03:04:03.423686+00:00,2026-01-28T20:03:24.988744+00:00
MCP-U5-0028,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:55:53.906950+00:00,2026-01-29T03:06:08.662663+00:00,2026-01-28T20:15:11.696707+00:00
MCP-U5-0029,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:23:01.217199+00:00,2026-01-28T19:23:49.115730+00:00,2026-01-28T12:24:29.401526+00:00
MCP-U5-0030,2026-02-02T22:26:06.056687+00:00,2026-01-29T03:12:41.393155+00:00,2026-01-29T03:13:08.269381+00:00,2026-01-28T19:59:27.371212+00:00
MCP-U5-0031,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:53:33.156947+00:00,2026-02-02T18:24:15.665566+00:00,2026-02-02T19:03:12.399349+00:00
MCP-U5-0032,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:28:05.245937+00:00,2026-01-28T18:59:46.338040+00:00,2026-01-28T15:47:40.512252+00:00
MCP-U5-0033,2026-02-02T22:26:06.056687+00:00,2026-01-29T06:15:28.366291+00:00,2026-01-29T06:14:25.168500+00:00,2026-01-29T02:34:32.392019+00:00
MCP-U5-0034,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:10:10.971190+00:00,2026-01-28T19:03:35.111353+00:00,2026-01-28T15:09:07.056214+00:00
MCP-U5-0035,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:15:29.802156+00:00,2026-01-29T20:15:17.300592+00:00,2026-01-29T19:27:04.803649+00:00
MCP-U5-0036,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:12:40.940898+00:00,2026-01-29T20:12:36.359790+00:00,2026-01-29T19:49:27.352322+00:00
MCP-U5-0038,2026-02-02T22:26:06.056687+00:00,2026-01-29T11:33:41.649173+00:00,2026-01-29T11:40:05.454950+00:00,2026-01-28T14:28:54.020045+00:00
MCP-U5-0041,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:23:56.762504+00:00,2026-01-29T19:02:41.205425+00:00,2026-01-29T19:18:56.977097+00:00
MCP-U5-0042,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:34:16.237387+00:00,2026-01-29T19:25:37.662376+00:00,2026-01-29T19:02:49.334909+00:00
MCP-U5-0043,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:05:25.635667+00:00,2026-01-29T19:02:17.610111+00:00,2026-01-29T18:30:23.154198+00:00
MCP-U5-0044,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:03:07.194644+00:00,2026-01-29T18:36:50.074253+00:00,2026-01-29T18:30:45.442937+00:00
MCP-U5-0045,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:40:55.736181+00:00,2026-01-29T18:39:48.689996+00:00,2026-01-29T18:20:00.279232+00:00
MCP-U5-0046,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:54:56.220117+00:00,2026-01-29T19:18:12.212184+00:00,2026-01-29T19:00:27.218713+00:00
MCP-U5-0047,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:41:46.099288+00:00,2026-01-29T18:55:49.506141+00:00,2026-01-29T18:36:29.933199+00:00
MCP-U5-0048,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:35:47.045425+00:00,2026-02-02T18:35:22.132989+00:00,2026-02-02T18:54:00.766629+00:00
MCP-U5-0049,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:28:12.545894+00:00,2026-02-02T15:41:27.849513+00:00,2026-02-02T15:34:47.366531+00:00
MCP-U5-0050,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:35:07.560374+00:00,2026-02-02T15:47:25.413249+00:00,2026-02-02T15:35:48.062824+00:00
MCP-U5-0051,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:35:21.575279+00:00,2026-02-02T15:53:08.646194+00:00,2026-02-02T15:37:25.416533+00:00
MCP-U5-0052,2026-02-02T22:26:06.056687+00:00,2026-01-28T14:14:08.083274+00:00,2026-01-28T14:28:34.076466+00:00,2026-01-22T18:04:15.646928+00:00
MCP-U5-0053,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:34:22.374225+00:00,2026-01-30T07:34:53.828173+00:00,2026-01-30T07:10:05.126678+00:00
MCP-U5-0054,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:34:46.643600+00:00,2026-01-30T07:37:04.037694+00:00,2026-01-30T07:15:11.066330+00:00
MCP-U5-0055,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:03:30.344029+00:00,2026-01-30T07:08:37.538615+00:00,2026-01-30T06:23:13.446451+00:00
MCP-U5-0056,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:13:28.855217+00:00,2026-01-30T07:07:02.017707+00:00,2026-01-30T06:22:47.959567+00:00
MCP-U5-0057,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:33:52.913137+00:00,2026-01-30T07:35:01.286862+00:00,2026-01-30T07:15:40.327695+00:00
MCP-U5-0058,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:35:38.226625+00:00,2026-01-30T07:38:22.761368+00:00,2026-01-30T07:16:32.317602+00:00
MCP-U5-0059,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:36:23.461219+00:00,2026-01-30T07:33:24.690644+00:00,2026-01-30T07:14:33.811060+00:00
MCP-U5-0060,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:10:28.624593+00:00,2026-01-30T07:10:17.278224+00:00,2026-01-30T05:44:53.377457+00:00
MCP-U5-0061,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:09:03.514333+00:00,2026-01-30T07:08:08.892462+00:00,2026-01-30T05:44:29.134995+00:00
MCP-U5-0062,2026-02-02T22:26:06.056687+00:00,2026-01-30T09:04:01.727928+00:00,2026-01-30T09:03:37.212844+00:00,2026-01-29T19:08:55.264626+00:00
MCP-U5-0063,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:39:52.596383+00:00,2026-01-30T07:40:36.054372+00:00,2026-01-30T07:38:52.796202+00:00
MCP-U5-0064,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:39:29.649111+00:00,2026-01-30T07:35:37.050129+00:00,2026-01-30T07:13:38.691144+00:00
MCP-U5-0065,2026-02-02T22:26:06.056687+00:00,2026-01-30T05:37:55.095238+00:00,2026-01-30T05:37:45.372452+00:00,2026-01-30T05:37:01.546731+00:00
MCP-U5-0066,2026-02-02T22:26:06.056687+00:00,2026-01-30T06:39:47.410313+00:00,2026-01-30T06:39:34.137869+00:00,2026-01-30T06:11:05.640174+00:00
MCP-U5-0067,2026-02-02T22:26:06.056687+00:00,2026-01-30T06:14:09.261890+00:00,2026-01-30T06:14:00.380546+00:00,2026-01-30T06:13:28.433551+00:00
MCP-U5-0068,2026-02-02T22:26:06.056687+00:00,2026-01-30T06:54:40.224986+00:00,2026-01-30T06:54:40.220953+00:00,2026-01-30T06:15:01.003756+00:00
MCP-U5-0069,2026-02-02T22:26:06.056687+00:00,2026-01-30T06:43:45.333570+00:00,2026-01-30T06:49:12.013791+00:00,2026-01-30T06:17:35.042043+00:00
MCP-U5-0071,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:29:48.999362+00:00,2026-01-30T08:34:21.913516+00:00,2026-01-29T04:50:17.235255+00:00
MCP-U5-0072,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:56:35.394148+00:00,2026-01-30T12:49:02.777622+00:00,2026-01-30T09:11:55.842025+00:00
MCP-U5-0073,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:49:59.395433+00:00,2026-01-30T21:09:03.229097+00:00,2026-01-30T19:29:27.059406+00:00
MCP-U5-0074,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:34:36.788470+00:00,2026-01-30T19:30:03.061704+00:00,2026-01-30T18:47:56.685896+00:00
MCP-U5-0075,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:14:19.542775+00:00,2026-01-30T20:15:15.854308+00:00,2026-01-30T20:14:37.364256+00:00
MCP-U5-0076,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:17:22.131165+00:00,2026-01-30T18:16:58.888742+00:00,2026-01-30T17:58:40.090305+00:00
MCP-U5-0077,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:03:56.819285+00:00,2026-01-30T19:43:03.155218+00:00,2026-01-30T18:12:21.910275+00:00
MCP-U5-0078,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:19:39.469909+00:00,2026-01-30T16:25:03.384215+00:00,2026-01-30T16:02:54.859779+00:00
MCP-U5-0079,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:30:49.021219+00:00,2026-01-30T16:30:20.637383+00:00,2026-01-30T16:10:48.022213+00:00
MCP-U5-0080,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:47:00.420317+00:00,2026-01-30T15:50:09.444874+00:00,2026-01-30T14:56:49.365842+00:00
MCP-U5-0081,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:49:04.826482+00:00,2026-01-30T15:55:51.969334+00:00,2026-01-30T14:55:28.876331+00:00
MCP-U5-0082,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:51:39.363947+00:00,2026-01-30T16:06:00.272463+00:00,2026-01-30T15:00:42.632437+00:00
